Smiles,pIC50
COCCN(CC(=O)N1CCCC(C2=CC=CC=C2)C1CN1CCOCC1)C1=CC=C(Cl)C(Cl)=C1,6.32
CCCN(CC)C(=O)/C=C/C=C/C1=CC=C2OCOC2=C1,5.0
CCCCC1=CC=C(NC=NO)C(C)=C1,5.11
COC(=O)NC1=CC(C2=CC=C(OC[C@@H](N)CC(C)C)C(C3=CC=NO3)=C2)=CC=N1,6.75
CN(C)CCN(C)C(=O)[C@H](CC1=CC=C(Br)C=C1)NC(=O)C1(C2=CC=C(Cl)C=C2Cl)CC1,5.11
COC1=CC=CC=C1C1C2=C(NN=C2C(C)(C)C)C(=O)N1C1=CC=C(F)C=C1,4.75
CC1=NC(C2=COC=C2)=C(C2=CN=C3NN=C(C)C3=N2)C=C1OC[C@@H](N)CC1=CNC2=CC=CC=C12,6.2
CCOC1=NC(Cl)=CC=C1C1(N2CCN(C3=CC=NC(C)=C3)CC2)C(=O)N(S(=O)(=O)C2=CC=C(OC)C=N2)C2=CC=C(C#N)C=C21,5.8100000000000005
C[C@H](CN1C=NC2=C(N)N=CN=C21)OCP(=O)(O)O,4.34
CNC(C)C(=O)NC1=CC=C(C2=C(C3=CC=NC=C3)N=C3C=C(C)C=CN23)C(C#CC2=CC=CC=C2)=N1,5.52
CC1=CC(N2CCC(N3CCN(C(=O)OCCO)CC3)CC2)=CC2=C1N=C(C1=C(NC[C@@H](O)C3=CC=CC(Cl)=C3)C=CNC1=O)N2,8.74
CC(=O)C(C)N1CCC(N(C2=CC=C(C(F)(F)F)C=C2)C2=CC=CN=C2)CC1,5.3
CC(=O)NC1=NC2=CC=C(C3=CN=C(N)C(C(F)(F)F)=C3)C=C2S1,6.1
CC1(C)CCC(C2=CC=C(C3=CC=C(C4(C(=O)O)CC4)C=C3F)C=C2)CC1,4.08
CCN(CC)[C@H](C)[C@@H](C1=CC=C2C=C(OCC3(C(=O)O)CCCC3)C=CC2=C1)N1C=CN=C1,6.0
OC(CN1C=NN=N1)(C1=CC=C(F)C=C1F)C(F)(F)C1=CC=C(C2=CC=C(F)C=C2)C=N1,4.28
CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)C(=O)C1=CC=C2N=C(N3CCCC3)OC2=C1,7.48
CCN(CC)CCN(CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1)C(=O)CN1C=C(Br)C(=O)N=C1SCC1=CC=C(F)C=C1,4.41
CS(=O)(=O)NC1=CC=CC(CC(=O)NC2=NC(C3=CNC4=NC=C(O)C=C34)=CS2)=C1,5.3
CCN(CC1=CNC=N1)C1=CC(F)=CC(C2=NC3=CC=CC=C3S2)=C1,6.24
COC1=CC=C2C=C(C(=O)/C=C/C3=CC=CN=C3)C=CC2=C1,4.97
CC1=NN=C(C(C)C)N1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCCCC1)C1=CC=CS1,4.785
NCCS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)C3=CC=C(Cl)C=C3)C3=C(F)C=CC(F)=C3OC[C@@H]12,5.1850000000000005
CC1=CC=C(C(=O)N2C[C@@H](C)OC[C@H]2CC2=CC(C3=CC=CN=N3)=CC=C2F)C(N2N=CC=N2)=C1,4.7
O=C(O)C1=CN=NC=C1NC(=O)N1C[C@H]2C[C@@H](C3=CC=CC=C3C(F)(F)F)C[C@H]2C1,4.92
CN1CCN(C(=O)[C@H](CC2=CC=C(Cl)C=C2Cl)NC(=O)C2(C3=CC=C(Cl)C=C3Cl)CC2)CC1,5.99
CN1C=C(NC(=O)[C@@H]2C[C@@H]3C[C@@H]3C[C@H]2C(=O)C2=CC=C(C3=NNC=C3)C=C2)C(C(F)(F)F)=N1,5.4
C[C@@](NCC1=CC=C2N=CSC2=C1)(C1=CN(C(CCS(C)(=O)=O)C(=O)COC2=C(F)C(F)=CC(F)=C2F)N=N1)C1CCCC1,6.7
FC1=CC=C(C2=CC(NC3=CC=NC=C3)=C3C=CNC3=N2)C(F)=C1,5.9
N[C@@H](CC(=O)N1CCN(C(=O)C2=CC=CC=C2)CC1)CC1=CC(F)=C(F)C=C1F,6.0
CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)/C(=N\OCC#CC2=CC=C3C(=C2)C(=O)C(C(N)=O)=CN3CC)[C@H](C)[C@H]2OC(=O)O[C@@]21C,5.13
COCCOC(=O)N1CCN(C2CCN(C3=CC(C)=C4NC(C5=C(NC[C@@H](O)C6=CC=CC(Cl)=C6)C=CNC5=O)=NC4=C3)CC2)CC1,8.62
CC1=CC(Cl)=C(OCCOC2=CC=C([C@H]3CCNC[C@@H]3C(=O)N(CC3=CC(CNCC(F)F)=CC=C3Cl)C3CC3)C=C2)C(Cl)=C1,5.415
CN1C(=O)[C@@H]2CN(C3=NC=C(F)C=N3)C[C@]2(C2=CC(Br)=CS2)N=C1N,6.05
C[C@@H]1CN(C2=CC=CN=C2C#N)CCN1C(=O)C12CC3CC(CC(C3)C1)C2,5.16
CC1=C(C2=CC=C(N)N=C2)SC(NC(=O)CC2=NC(C3=CC=CC=C3)=C(C)O2)=N1,5.11
OC(CC1C2=CC(Cl)=CC=C2C2=CN=CN21)C1CCCCC1,8.0
CO/N=C(\C)C1=CC=C(N2C=CN=C2)C(NC(=O)C2=CN(C3=CC=CC=N3)N=C2)=C1,5.85
COC1=CC(/C=C2\SC(=O)NC2=O)=CC=C1OC1=CC=C(C#N)C2=CC=CC=C12,5.35
C=CCN1CC(=O)N2C(CN(CC3=CC=CC4=C3N(C)C=C4C3=CC=C(S(C)(=O)=O)C=C3)C(=O)[C@@H]2CC2=CC=C(O)C=C2)N1C(=O)NCC1=CC=CC=C1,5.0
O=C([C@H](C1=CC=C(Cl)C=C1)C1=CC=CN=C1)N1CCN(C2=CC=C(C(F)(F)F)C=C2)CC1,4.77
CC1=CN=C2NC=C(CC3=CC=C(NCC4=CC=C(Cl)N=C4)N=C3F)C2=C1,5.3
CC(=O)NC1=CC=C(NC2=NC=NC(N[C@@H](CC3=CC=CC=C3)C(=O)OC(C)(C)C)=N2)C=C1,4.82
CC1=CC=CC(C)=C1CNC1=NC(N2CCOCC2=O)=CC2=C1N(CCO)C(C)=C2C,5.09
CCC[C@@H](CC[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)N(C)CC1=CSC(C(C)C)=N1)C(C)C)NC(=O)OCC1=CN=CS1,6.89
CN(C(=O)CN1C(=O)COC2=CC(Cl)=C(Cl)C=C21)[C@H](CN1CCOCC1)C1=CC=C(C2=CC=CC=C2)C=C1,5.38
CC1=CC=CC(CC(=O)N2CCC3=C2C=CC(C2=CN(C)C4=NC=NC(N)=C24)=C3F)=N1,4.71
ON=C(O)C1=CC=C(C2=NN(CCNCC3=CC=C4OCOC4=C3)C=C2)S1,5.285
CCCCCCCCCCCCCCCCSCCCOP(=O)(O)CO[C@H](C)CN1C=NC2=C(N)N=CN=C21,4.24
O=C(C1=CC(Cl)=CC=C1N1N=CC=N1)N1CCOC[C@H]1CC1=CC(C2=NC=CC=N2)=CC=C1F,4.77
COC1=CC(C2=CC=C(Cl)C(C)=C2)=C(F)C=C1N1C(=O)C=CC2=CC(S(=O)(=O)NC3=CN=CC=N3)=CC=C21,5.390000000000001
CC1=CC=C2C(NC3CC3)=NOC2=C1C1=CC=C2C(NC(C)C)=NN=CC2=C1,5.25
CN(C)S(=O)(=O)C1=CC=CC(N2CCC(N(C3=CC=C(C#N)C=C3)C3=CC=CN=C3)CC2)=C1,5.22
CCOC(=O)C1=C2N=C3CCCC(=O)C3C(C3=CC=C(SC4=NC5=C(F)C=CC=C5N4)O3)C2=CN1,5.35
N#CC1=CN2C(C(=O)N3CCC(C4=CC=CC(F)=C4C(F)(F)F)CC3)=NN=C2C=C1,4.13
CC1=CC(N2CCN(C)CC2)=CC2=C1N=C(C1=C(NC[C@@H](O)C3=CC=CC(Cl)=C3)C=CNC1=O)N2,5.46
O[C@H](C[C@H]1C2=C(F)C=CC=C2C2=CN=CN21)[C@H]1CC[C@H](O)CC1,5.203333333333333
CC(C)N1CCC[C@H]1CNC(=O)C1=CN(C2CCCC2)C(=O)C2=C1C1=CC=CC=C1N2C,5.0
O=C(C1=CC=CC(C(F)(F)F)=C1N1N=CC=N1)N1CCOC[C@H]1CC1=CC=CC(N2N=CC=N2)=C1,4.85
CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)NC(CC2=CC=CC=C2)CN(CC2=CC=CC=C2)C(=O)OCC2=CN=CS2)=CS1,6.32
CN1CCN(C2=CN(S(=O)(=O)C3=CC=C(F)C=C3)C3=CC=CC=C23)CC1,5.32
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C(=O)NCCCN3CCOCC3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,5.96
O=C(NC1=CC(=O)N(C2=CN(CC3=CC=CC(C(F)(F)F)=C3)C=N2)C=C1)C1=CSC=N1,5.72
COC1=CC=CC(CN(C(=O)C2=C(C3=CC=C(CCCOC4=C(F)C=CC(F)=C4Cl)C=C3)C[C@H]3COC[C@H]2N3)C2CC2)=C1C,6.0
CC(=O)N(C)C1(C2=CC=CC=C2)CCN(CCC[C@]2(C3=CC=C(Cl)C(Cl)=C3)CCCN(C(=O)C3=CC=CC=C3)C2)CC1,6.0
O=C(C1=CC=CC=C1N1N=CC=N1)N1CCCC[C@H]1CC1=CC=CC(N2N=CC=N2)=C1,5.21
O=S(=O)(NC1=NC=CS1)C1=CC(Cl)=C(NC[C@@H]2CCCN(O)C2)C=C1F,4.77
O=C(O)CCNC(=O)C1=CC=C(CN2N=C(C3=CC(Cl)=CC(Cl)=C3)C=C2C2=CC=C(OC(F)(F)F)C=C2)C=C1,4.41
CC(C)C[C@H](NC(=O)CCN(C)C)C1=CC=CC=C1N1CCN(C(=O)[C@@H](CC2=CC=C(Cl)C=C2Cl)N2CCCC2=O)CC1,5.16
FC1=CC=CC(C2=CC=C(CC3=CC=NC=C3)C=C2)=C1,6.17
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C(=O)N3CC(N4CCOCC4)C3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,5.22
CC[C@@H]([C@H](C)O)N1N=CN(C2=CC=C(N3CCN(C4=CC=C(OC[C@@H]5CO[C@@](CN6C=NC=N6)(C6=CC=C(F)C=C6F)C5)C=C4)CC3)C=C2)C1=O,6.826666666666667
C[C@H]1CN(S(=O)(=O)C[C@]23CC[C@H](C[C@@H]2O)C3(C)C)CCN1C1=NC=C(C(F)(F)F)C=C1F,4.87
CC(C)(C(N)=O)N1CCN(CC2=CC3=NC(C4=CC(C#N)=CC5=C4C=CN5)=NC(N4CCOCC4)=C3S2)CC1,5.92
C1=CC=C(CN(CCCCN(C[C@H]2CC3=CC=CC=C3CN2)[C@H]2CCCC3=CC=CN=C32)CC2=CC=CC=N2)N=C1,5.22
CC1=CC(C2=CC=C(C3=CC=CC(O)=C3)S2)=CC=C1O,6.3
CS(=O)(=O)NC1=CC=CC(CC(=O)NC2=NN=C(C3=CNC4=NC=CC=C34)S2)=C1,4.0
COC1=CC=C(S(=O)(=O)N2CCC(=CC#CC3=CC=CC(C)=N3)CC2)C=C1,5.72
COC1=CC(NC(=O)C[C@@]2(C)C[C@H](C3=CC=CC(Cl)=C3)[C@@H](C3=CC=C(Cl)C=C3)N([C@H](CS(=O)(=O)C(C)(C)C)C3CC3)C2=O)=CC=C1C(=O)O,10.3
C[C@@H](C1=CC=C(C2=NN(C3CC3)C(=O)C=C2)C=C1)N1CC[C@](CC(C)(C)O)(C2=CC=CC=C2)OC1=O,4.8
O=C1CCC2=CC(C3=CC=CN=C3)=CC=C2C1,5.21
CNC(C)C(=O)NC1=CC=C(C2=C(C3=CC=NC=C3)N=C3C=C(C)C=CN23)C(C#CC2=CC=C(C3=NOC=C3)C=C2)=N1,5.64
CC(C)C[C@H](NCCO)C1=CC(C(F)(F)F)=CC=C1N1CCN(C(=O)[C@@H](CC2=CC=C(Cl)C=C2Cl)N2CCCC2=O)CC1,4.46
CCC1=C(F)C=NC=C1C1=C(C2CC2)N2C=C(F)C=CC2=N1,5.55
CCC1=NC(N)=NC(N)=C1C1=CC=C2OC(C)(C3=CC=C(F)C(F)=C3)C(=O)N(CCCOC)C2=C1,6.04
C[C@@H](O[C@H]1CN2C(=O)[C@H]3C[C@@](C)(O)C[C@H]3[C@H]2[C@@H]1C1=CC=C(F)C=C1)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1,4.64
CC(=O)C1=CC=C2C=C(C(O)(C3=CNC=N3)C(C)C)C=CC2=C1,5.85
C[C@@H]1CN(CC2=CC=C(C3=CC=CC=C3C(=O)N3CCC(NC4=CC=CC=C4)CC3)C=C2)C[C@H](C)N1,4.845
COC1=CN=C2C=CC(=O)N(CCN3CCC(C4=NC5=CC(C#N)=C(C)C=C5N4)CC3)C2=C1,5.03
O=S(=O)(NC1=NC=CS1)C1=CC(Cl)=C(NCCC2CCNCC2)C=C1F,4.7
O=C(N[C@@H](CC1=CC=C2NN=CC2=C1)C(=O)N1CCC(N2CCCCC2)CC1)N1CCC(N2CC3=CC=CC=C3NC2=O)CC1,5.14
COC1=CC=C2NC(=O)[C@@]3(C[C@H]3C3=CC4=NNC(/C=C/C5=CC=C(CN6CCOCC6)C=C5)=C4C=C3)C2=C1,5.405
CC1=NC2=CN=C3C=C(F)C(C4=CC=C(OC5=NC=CC=N5)C=C4Cl)=CC3=C2N1C1CCN(CC#N)CC1,5.8
CC1=CC(C2=CC=NN2C)=C2C=CC=C(OCC3=C(C)C=CN=C3CNC(=O)C(C)C)C2=N1,5.51
COC1=CC(N2C(=O)N(C3=CC=C(C4=CC=C5NC=NC5=C4)C=C3)C(=O)C23CCN(CC2=NC=CC=C2C)CC3)=NC=N1,4.75
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,5.640000000000001
COC1=CC(C)=C2N=C3NN=C(C)C3=C(C(C#N)C3=CC=CC=C3)C2=C1,5.4
CC(C)(C)SC1=C(CC(C)(C)C(=O)O)N(CC2=CC=C(C3=CC=CN=C3)C=C2)C2=CC=C(OCC3=CC=CC=N3)C=C12,8.33
CC1=CC(N2CC[C@@H](N)C2)=CC2=C1N=C(C1=C(NC[C@@H](O)C3=CC=CC(Cl)=C3)C=CNC1=O)N2,4.75
CC1=C2C(NC3=CC=C4C(=C3)C=NN4CC3=CC=CC(F)=C3)=NC=NN2C=C1NC(=O)OC[C@@H]1COCCN1,5.359999999999999
COCCCOC1=CC(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)OCC2=CC=CC=C2)C(C)C)=CC=C1OC,5.01
CC(C)(C1=CC=C(C2=CC=NC=C2)O1)N1CCN(C[C@@H](O)C[C@@H](CC2=CC=CC=C2)C(=O)N[C@H]2C3=CC=CC=C3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,8.0
C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,4.98
O=C(NCC1CCCC1)C1=CN=C(NC2=CC=CC(Cl)=C2)N=C1C(F)(F)F,4.19
CC(C)=C(C1=CC=NC=C1)C1=CC=C(C2=CC=C(N)C(N)=C2)C=C1,5.75
O=C(O)C1=CC=CC=C1OC1=CC=C(Cl)C=C1NS(=O)(=O)C1=CC=C(Cl)C(Cl)=C1,5.0
CC1=CC(=O)C2=C(O)C3=C4C(=C(O)C=C3O)C3=C5C(=C(O)C=C3O)C(=O)C3=C(O)C=C(C)C6=C1C2=C4C5=C36,5.06
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C(=O)NCCCO)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,4.79
COC(=O)C1C(CN2C=NN=N2)=NC(C)=C(C#N)C1C1=CC=C(F)C=C1Cl,5.92
CN(C[C@H]1CC2=C(C=CC=C2N2CCN(CC3=CC=CC=N3)CC2)CN1)[C@H]1CCCC2=CC=CN=C21,5.17
CCN1C2=NC=C(CCOC3=CC=C(C(=O)O)C=C3C)C=C2C(=O)N(C)C2=CC=C(F)N=C21,5.0
CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(CC2=C(OC)C=CC3=C(Br)C=CC=C23)C2=CC=CC=C2N(C(=O)CS(C)(=O)=O)[C@H]1C,5.77
CCCCCCOC1=CC=C(N2C=CN=C2)C=N1,4.11
CN1CCC2=C(C1)C1=CC=C(N3C=CC(OCC4=CC=CC=C4)=CC3=O)C=C1N2C,4.17
CNC(=O)C1=CC=CC(C2=CC=C(C(O)(C3=CNC=N3)C(C)C)C=C2)=C1,5.09
CCOC(=O)C1=CC=CC(NC(=O)NC2=CC=C(C3=CC=NC4=C3N=CN4)C=C2)=C1,7.36
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]3[C@H]2O/C(=N\CCCSC)N3C)[C@](C)(OC)C[C@@H](C)C(=O)N[C@H](C)[C@@H](O)[C@]1(C)O,5.88
CC1=CC(Cl)=CC2=C(C(O)C3=CC=CC=N3)C3=C(C)NN=C3N=C12,5.33
CC1=NC2=CC=C(N(C)C3=CC=NC(NC4=CC=CC(S(N)(=O)=O)=C4)=N3)C=C2N1C,5.175
CC[C@@H]1C[C@H](OC)C[C@H](COC(=O)N2CCN(CCO)CC2)N1S(=O)(=O)C1=CC=C(Cl)C=C1,4.52
O=S(=O)(NC1=CC(Cl)=C(OC2=CN=CC(Cl)=C2)C(Cl)=C1)C1=CC=C(Cl)C=C1Cl,5.92
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,5.165
CC(C)C1=NC(CN(C)C(=O)N[C@H](C(=O)N[C@@H](CC[C@@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)C(C)C)=CS1,6.85
NCC(=O)N(CC1=CC=CN=C1)C1=CC(F)=CC(C2=NC3=CC=CC=C3S2)=C1,6.0
C[C@H](C1=C(CCN(C)CC2=CC=CO2)CC2=CC=CC=C12)C1=CN=CC=N1,5.56
CCC1=CC=C(CC2=CC([C@@H]3C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C(OC)C=C2OC)C=C1,4.49
COC1=CC=C(CNC2=CC=C(CC3=CNC4=NC=C(F)C=C34)C(F)=N2)C=N1,5.3
CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCOC[C@H]2CC2=CC=CC(N3C=CC=N3)=C2)=C1F,4.7
CC1=CC=C(SC2=CC=CC=C2N2CCNCC2)C=C1C,4.96
C[C@H](NC(=O)/C=C/C1=CC=C(F)C=C1)C1=CC=C(F)C(N2CCOCC2)=C1,4.717499999999999
COCCCOC1=CC(C(=O)N(C[C@@H]2CNC[C@H]2NCC2=CC=C3C=CC=CC3=C2)C(C)C)=CC=C1OC,5.725
O=C(NC(CC1=CC(Cl)=C2NN=CC2=C1)C(=O)N1CCC(N2CCCCC2)CC1)N1CCC(N2CC3=CC=CC=C3NC2=O)CC1,5.82
CC1=CC(C[C@@H](NC(=O)N2CCC(N3CC4=CC=CC=C4NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)=CC2=C1N=NN2,5.14
O=C(O)C1=CC=C2C=C(N3CCC4(C=C(C5=C(C6CC6)ON=C5C5=C(Cl)C=CC=C5Cl)C4)CC3)C=CC2=N1,5.72
CCC[C@H]1N(C(=O)C2=C(C(F)(F)F)C=CNC2=O)CCC[C@@]1(OC1=CSC(C(F)(F)F)=C1)C(=O)N1CCN(C2=CC=CC=C2OCCCC(=O)O)CC1,4.3
O=C(N[C@H](CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)N1CCC(N2CCCCC2)CC1)N1CCC(N2C(=O)NC3=CC=CC=C32)CC1,5.89
CCN(CC1=CC=CN=C1)C1=CC=C(C2=CC=C(F)C=C2)C=C1F,6.0
CCN(C(=O)C1CC1)C1=CC(C2=CC=C(N3CCN(CC4CC4)CC3)N=C2C)=CC(C(=O)NCC2=C(C)C=C(C)NC2=O)=C1C,5.12
CC(C)N1C=CC(C2=CC=C([C@H](C)N3CC[C@](CC(C)(C)O)(C4=CC=CC=C4)OC3=O)C=C2)=CC1=O,4.37
CC(C)C1=NC(CN(C)C(=O)N2C[C@@H](O)C[C@H]2C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,6.695
CC[C@@H](CN1C=CC2=CC=CC=C21)NS(=O)(=O)C1=C(N)C=C(Cl)C=C1Cl,6.24
CC1=NSC(C2=NN=C3[C@@H](C)N(C(=O)C4=CC=C(F)C=C4)CCN23)=N1,4.05
CCOC1=CC2=C(C=C1C1=CC=CN=C1)CCC(=O)N2C,4.05
CCOC(=O)N1CC2(CC(=CC#CC3=CC=CC(C)=N3)C2)C1,4.76
C=CCN1CC(=O)N2C(CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C(=O)NC3=CC=C(NCCN4CCOCC4)N=C3)CC2N1C(=O)NCC1=CC=CC=C1,5.63
O=C(C1=CC=C(Cl)C=C1N1N=CC=N1)N1CCOC[C@H]1CC1=CC(N2N=CC=N2)=CC=C1Cl,5.01
COC1=CC(N2C=NC3=C(SC(C4=CC=C(Cl)C=C4)=C3)C2=O)=CC=C1OCCN1CCCC1,5.8
N[C@@H](CC(=O)N1CCN(C(=O)C2=CC=C(F)C=C2)CC1)CC1=CC(F)=C(F)C=C1F,6.0
CC(C)[C@@H]1COC[C@H](C2(OC(=O)N3CC[C@@H](O)C3)CC2)N1S(=O)(=O)C1=CC=C(Cl)C=C1,7.87
O=S(=O)(NC1=NC=CS1)C1=CC(Cl)=C(NCCC2CCNC2)C=C1F,4.7
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C(=O)N3CCC(C(=O)N(C)CCN(C)C)CC3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,5.3
COC(=O)[C@H](CC1=CNC=N1)NCC1=CC=CC=C1,5.82
O=CN(O)[C@@H](CCCC1=NC=CC=N1)CS(=O)(=O)N1CCN(C2=CC=C(C(F)(F)F)C=N2)CC1,6.0
CC(=O)N1CCN(C2=CC=C(OC[C@@H]3CO[C@@](CN4C=CN=C4)(C4=CC=C(Cl)C=C4Cl)O3)C=C2)CC1,7.57
CCN(C[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CC=CS1)C[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CC=CS1,6.13
FC(F)(F)C1=CC=CC=C1C1=CC=C2NC(/C=C/C3CCCCC3)=NC2=C1,5.46
O=C(/C=C\C1=CC=C(O)C=C1)OC[C@H]1O[C@@H](OC2=C(C3=CC=C(O)C=C3)OC3=CC(O)=CC(O)=C3C2=O)[C@H](O)[C@@H](O)[C@@H]1O,6.16
CC(C)NC(=O)C1=CC=CC(NC(=O)NC2=CC=C(C3=NC=NC4=C3C=CN4C)C=C2)=C1,5.54
O=C(C1=CC=CC(Cl)=C1N1N=CC=N1)N1CCOC[C@H]1CC1=CC=CC(N2N=CC=N2)=C1,4.66
C=CCN1CC(=O)N2C(CN(CC3=CC=CC4=C3N(C)C=C4C(=O)NC3=CC=C(NCC(O)CO)N=C3)C(=O)[C@@H]2CC2=CC=C(O)C=C2)N1C(=O)NCC1=CC=CC=C1,5.59
CN1C(NCCC2=CC=C(C3=CC=CC=N3)C=C2)=NC2=CC(Cl)=CC=C2C1=O,5.03
CC1=C(C)N2C=C(N3C=NC=N3)C=C(N[C@H]3C4=CC=CC=C4C[C@@H]3O)C2=N1,5.165
O=C(NC(CC1=CC=C2NC=CC2=C1)C(=O)N1CCC(N2CCCCC2)CC1)N1CCC(N2C(=O)NC3=CC=CC=C32)CC1,5.6
O=C(C1=CC=C(Cl)C=C1N1N=CC=N1)N1CCOC[C@H]1CC1=CC(C2=NC=CC=N2)=CC=C1F,4.77
COC1=CC(/C=C2\CCCN3C2=NO[C@H](C2=CC(F)=CC(F)=C2)[C@@H]3C)=CC=C1N1C=NC(C)=C1,4.8
CC1=CC=CC(C)=C1CNC1=CC(N2C=CC=N2)=CN2C(C)=C(C)N=C12,5.609999999999999
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C(=O)N3CCN(CCN4CCCCC4)CC3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,5.26
CO/N=C(\C)C1=CC=C(N2C=CN=C2)C(NC(=O)C2=CN=C(C3=CC=CC=C3)C=N2)=C1,5.1
C=CCN1CC(=O)N2[C@@H](CC3=CC=C(O)C=C3)C(=O)N(CC3=CC=CC4=C3N(C)C=C4C(=O)N3CCC(NC(=O)C4=CC=C(N5CCN(C)CC5)C=C4)CC3)C[C@@H]2N1C(=O)NCC1=CC=CC=C1,5.22
CC1=C(CC(=O)NCC2=CC=C(F)C=C2Cl)N(C)C(C2=CC=C(F)C=C2F)=N1,5.26
CC(C)=CCN1C(N2CCC[C@H](N)C2)=C(C#N)C2=C1C(=O)N(CC1=NC=CC3=CC=CC=C13)C=N2,5.77
CC(C)C1=NC(CN(C)C(=O)N[C@H](C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CNC=N2)CC2=CC=CC=C2)C(C)C)=CS1,6.55
COC1=CC=CC(C2=C(C)N(CC3=C(F)C=CC=C3C(F)(F)F)C(=O)N(C[C@H](NCCC(=O)O)C3=CC=CC=C3)C2=O)=C1F,4.16
COC1=CC(N2CCOCC2)=CC=C1C1=NC2=C(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)C(Cl)=CN=C2N1,5.275
CCOC(=O)C1=CC(C#N)=C(N2CC(C(=O)NS(=O)(=O)CC3=CC=C(C)C=C3)C2)N=C1C,4.7
ClC1=CC=C(C2=CC(C(C3=CC=C(Cl)C=C3)N3C=CN=C3)=CN2)C=C1,5.85
C[C@H]1CN(C(=O)[C@H](CC2=CC=C(Cl)C=C2Cl)NC(=O)C2(C3=CC=C(Cl)C=C3Cl)CC2)CCN1,6.4
CC(C)(O)CC(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)C3=CC=C(F)C=C3)C3=CC=C(C(F)(C(F)(F)F)C(F)(F)F)C=C3CC[C@@H]12,4.96
C[C@@H]1CN(C(=O)C2=CC=C(Cl)C=C2N2N=CC=N2)[C@H](CC2=CC=CC(C3=NC=CC=N3)=C2)CO1,4.46
CCC1=NC(N)=NC(N)=C1C1=CC=C2O[C@](C)(C3=CC=CC=C3)C(=O)N(CCNC(C)=O)C2=C1,6.28
